seed_count,completed_epochs_mean,completed_epochs_std,explored_arm_fraction_mean,explored_arm_fraction_std,selected_arm_updates_mean,selected_arm_updates_std,mean_final_cache_utilization_mean,mean_final_cache_utilization_std
5,15.0,0.0,1.0,0.0,603.8,47.751439768869794,0.9869349038843712,0.005752138347947877
